idquest,cluster,target
12424001001.0,0,1
12424001101.0,0,1
12424001301.0,0,1
12424001601.0,0,1
12424001901.0,0,0
12424002001.0,0,1
12424100201.0,0,1
12424100301.0,0,0
12424100601.0,0,1
12424100801.0,0,0
12424100901.0,0,0
12424101001.0,0,0
12424101201.0,0,1
12424101501.0,0,1
12424101701.0,0,1
12424102001.0,0,0
12424102401.0,0,1
12424200602.0,0,1
12424200701.0,0,1
12424200801.0,0,1
12424201001.0,0,1
12424201101.0,0,1
12424201801.0,0,1
12424202201.0,0,1
12424300101.0,0,1
12424300201.0,0,1
12424300301.0,0,1
12424300302.0,0,0
12424300401.0,0,1
12424300501.0,0,1
12424300601.0,0,0
12424300701.0,0,1
12424300801.0,0,1
12424300901.0,0,1
12424301001.0,0,1
12424301201.0,0,0
12424301301.0,0,0
12424301501.0,0,1
12424301601.0,0,1
13110200101.0,0,1
13110200201.0,0,1
13110200401.0,0,1
13110200501.0,0,1
13110200601.0,0,1
13110200701.0,0,1
13110200901.0,0,1
13110201001.0,0,0
13110300301.0,0,1
13110400201.0,0,0
13110400301.0,0,1
13110400401.0,0,1
13110400501.0,0,1
13110400701.0,0,1
13110400801.0,0,1
13110401001.0,0,1
13110401102.0,0,1
13110401301.0,0,1
13110401401.0,0,1
13110401501.0,0,1
13110401601.0,0,1
13110401801.0,0,1
13110401901.0,0,1
13110402001.0,0,1
13110402201.0,0,1
13110402301.0,0,1
13110402501.0,0,1
13110402601.0,0,1
13110402701.0,0,0
13110402801.0,0,1
13110402901.0,0,1
13110403001.0,0,0
13110403201.0,0,1
13110403401.0,0,1
13110403501.0,0,1
13110403601.0,0,1
13110403901.0,0,0
13110500101.0,0,1
13110500201.0,0,1
13110500301.0,0,0
13110500401.0,0,0
13110500501.0,0,0
13110500601.0,0,1
13110700101.0,0,1
13110700201.0,0,1
13110700301.0,0,1
13110700401.0,0,1
13110700701.0,0,1
13110700801.0,0,0
13110701001.0,0,1
13110800201.0,0,1
13110800301.0,0,1
13110800401.0,0,0
13110800601.0,0,1
13110800801.0,0,1
13110800901.0,0,1
13110801001.0,0,0
13110801201.0,0,1
13110801301.0,0,0
13110801701.0,0,0
13110801801.0,0,1
13110801901.0,0,0
13110802001.0,0,0
13110802201.0,0,0
13110802301.0,0,1
13110802601.0,0,0
13110802801.0,0,0
13110802901.0,0,1
13110803001.0,0,1
13110900301.0,0,0
13110900501.0,0,1
13110900701.0,0,0
13110900901.0,0,1
13110901101.0,0,0
13110901201.0,0,1
13110901301.0,0,1
13110901401.0,0,0
13110901701.0,0,0
13110901901.0,0,0
13110902401.0,0,1
13111100101.0,0,1
13111100201.0,0,1
13111100301.0,0,1
13111100401.0,0,1
13111100501.0,0,1
13111100701.0,0,0
13111100801.0,0,1
13111101001.0,0,1
13111101301.0,0,1
13111101401.0,0,1
13111101601.0,0,1
13111101801.0,0,1
13111102001.0,0,1
13111102101.0,0,1
13111102301.0,0,0
13111102401.0,0,1
13111102501.0,0,1
13111102801.0,0,0
13111102901.0,0,1
13111200101.0,0,1
13111200201.0,0,1
13111200301.0,0,1
13111200401.0,0,1
13111200501.0,0,1
13111200601.0,0,0
13111200701.0,0,1
13111200801.0,0,0
13111200901.0,0,1
13111201001.0,0,1
13111201101.0,0,1
13111201201.0,0,1
13111201501.0,0,1
13111201601.0,0,1
13111201901.0,0,0
13111202001.0,0,1
13111202101.0,0,0
13111202301.0,0,1
13111202401.0,0,1
